Biodiversity Policy,Climate Change Policy,Company,Company Id,Country,Date,Emissions Reduction Initiatives,Energy Efficiency Policy,Equal Opportunity Policy,Fair Remuneration Policy,Fiscal Year,Gender Pay Gap Breakout,Health Safety Policy,Human Rights Policy,Industry,Industry 2,Industry 3,Industry 4,Nb of Environmental Fines,Risks of Climate Change Discussed,Waste Reduction Policy,Water Policy,Years Auditor Employed,CO2 Emissions,CO2 per Sales,Direct CO2 Emissions,Energy Consumption,ESG Score,Indirect CO2 Emissions,Market Cap,Nb Fatalities,Nb of Employees,Pct Women in Management,Pct Women on Board,Row Id,Waste
Y,Y,Company 984,984,Indonesia,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Materials,Materials,Containers & Packaging,Containers & Packaging,N.A.,N,Y,Y,6,8488.773,582.577,4427.714,37298.69,47.15,4061.059,13299.6022,0,24096.782,0.0692,0.205905914,4459,1288.147
Y,Y,Company 334,334,Brazil,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Real Estate,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop,15,N,Y,Y,N.A.,126.222,172.918,61.929,416.46,41.32,64.293,5092.1922,,,,0.074540856,8719,
Y,Y,Company 694,694,Argentina,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Computer Hardware & Storage,N.A.,N,Y,Y,13,446.364,38.73,214.615,3348.27,44.6,231.749,26654.7778,,344507.589,,0.226362717,6385,76.621
Y,Y,Company 705,705,Bulgaria,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Utilities,Utilities,Electric Utilities,Power Generation,25,N,Y,Y,9,62441.883,1074.075,32101.206,211091.27,56.02,30340.677,74203.5725,6,28272.577,0.1453,0.345322245,6312,1283.407
Y,Y,Company 476,476,Canada,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,185,N,Y,Y,9,32840,1069.714,15575.044,45380.98,56.69,17264.956,23175.8861,6,13024.662,,0.027658191,7800,397.596
Y,Y,Company 1114,1114,Ecuador,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Gas Utilities,0,N,Y,Y,N.A.,8983.549,395.363,4677.248,1034.11,48.96,4306.301,9005.2965,,5182.121,,0,3591,4.61
Y,Y,Company 1474,1474,Ecuador,01-Jan-14,Y,Y,Y,Y,2014,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Gas Utilities,N.A.,N,Y,Y,N.A.,7491.507,139.976,4185.509,1355.79,53.13,3305.998,8295.0785,,6988.629,,0,1190,3242.904
Y,Y,Company 1514,1514,United Kingdom,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Communications,Media,Entertainment Content,Video Games,N.A.,N,Y,Y,11,21.104,4.28,10.686,35.68,37.11,10.418,8810.668,,9771.02,0.1758,0.296057359,932,
Y,Y,Company 324,324,Austria,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",0,N,Y,Y,23,42.359,10.1,21.705,236,49.87,20.654,72611.1886,0,26903.638,,0.046044437,8785,
Y,Y,Company 1384,1384,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,2,N,Y,Y,N.A.,362.621,85.196,177.349,5279.07,50.08,185.272,8799.1441,,253437.578,,0,1800,78.502
Y,Y,Company 231,231,Argentina,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Services,Consumer Services,Educational Services,N.A.,N,Y,Y,8,36.873,43.431,17.96,,17.34,18.913,8075.6407,,29404.559,,0.276048353,9379,
Y,Y,Company 814,814,Indonesia,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Home Products Stores,N.A.,N,Y,Y,5,290.277,42.718,156.111,1076.85,46.19,134.166,9646.9564,0,89426.168,,0.356633044,5579,231.468
Y,Y,Company 794,794,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,0,N,Y,Y,N.A.,1449.693,108.924,724.945,4545.87,43.75,724.748,28479.3029,0,29302.887,,0,5715,223.479
Y,Y,Company 1524,1524,Indonesia,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,3,N,Y,Y,1,1758.243,41.454,955.448,7650.63,40.5,802.795,167104.297,2,146323.542,0.2024,0.383805286,864,1016.947
Y,Y,Company 1454,1454,Indonesia,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,N.A.,N,Y,Y,31,2655.469,57.169,1249.713,,37.35,1405.756,27264.0947,,470271.69,0.1881,0.145439177,1324,45.586
Y,Y,Company 494,494,Hungary,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Energy,Oil & Gas,Oil & Gas Producers,Midstream - Oil & Gas,N.A.,N,Y,Y,22,4727.809,202.17,2426.408,13010.58,54.17,2301.401,72551.2745,0,8945.545,0.1697,0.169114539,7685,57.638
Y,Y,Company 1312,1312,Bulgaria,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment,0,N,Y,Y,N.A.,22.777,12.23,11.036,110.85,54.41,11.741,21103.5416,2,7933.758,0.1049,0.199310128,2272,12.806
Y,Y,Company 784,784,Argentina,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Financials,Banking,Banking,Diversified Banks,N.A.,N,Y,Y,N.A.,174.728,11.096,87.801,2118.23,38.69,86.927,509095.4841,,242505.584,0.2147,0.136922678,5781,
Y,Y,Company 745,745,Estonia,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Financials,Banking,Banking,Banks,0,N,Y,Y,4,89.911,10.729,49.359,708.88,54.88,40.552,45784.0848,0,82380.249,0.1709,0.189820783,6044,3.831
Y,Y,Company 884,884,Indonesia,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Financials,Banking,Banking,Banks,N.A.,N,Y,Y,18,123.431,6.829,61.225,595.59,46.9,62.206,48379.42,,81967.057,0.288,0.162192139,5119,20.858
Y,Y,Company 1004,1004,Japan,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Financials,Banking,Banking,Banks,0,N,Y,Y,9,49.416,9.434,25.987,241.94,61.87,23.429,74332.7073,,45263.906,0.2717,0.195011802,4327,16.582
Y,Y,Company 214,214,United Kingdom,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Financials,Banking,Banking,Diversified Banks,N.A.,N,Y,Y,16,118.904,6.109,61.877,1583.84,56.71,57.027,71338.7753,,211792.932,0.2398,0.428589530,9490,32.583
Y,Y,Company 344,344,United Kingdom,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,N,Y,Y,17,5.327,0.086,2.714,22.42,59.96,2.613,9338.0259,0,4834.289,0.3004,0.204457160,8650,
Y,Y,Company 674,674,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,N.A.,N,Y,Y,N.A.,90.201,89.546,46.531,130.66,39.46,43.67,3924.2112,,1444.251,,0,6518,4.318
Y,Y,Company 604,604,Argentina,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Industrials,Industrial Products,Diversified Industrials,Diversified Industrials,N.A.,N,Y,Y,83,3934.438,46.65,1805.29,11329.41,56.27,2129.148,89245.3818,1,358215.15,,0.198389618,6981,290.451
Y,Y,Company 964,964,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,N.A.,N,Y,Y,7,1466.507,28.043,802.587,1930.92,38.99,663.92,30647.173,,115717.319,,0,4591,223.526
Y,Y,Company 865,865,United Kingdom,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,0,N,Y,Y,N.A.,129.558,42.851,61.012,379.72,38.03,68.546,25724.016,0,41352.936,,0.336203217,5240,60.409
Y,Y,Company 1231,1231,Argentina,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Industrials,Industrial Services,Commercial Support Services,Building Maintenance Services,N.A.,N,Y,Y,9,167.571,61.503,83.498,,11.76,84.073,21690.7354,,10243.647,,0.094261215,2818,
Y,Y,Company 474,474,United Kingdom,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Industrials,Industrial Services,Commercial Support Services,Other Commercial Support Svcs,N.A.,N,Y,Y,5,0.67,3.053,0.351,14.97,42.85,0.319,14639.6073,0,6678.369,,0.215924661,7812,1.136
Y,Y,Company 1304,1304,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Materials,Materials,Chemicals,Specialty Chemicals,N.A.,N,Y,Y,6,3250.458,517.453,1737.774,22683.65,41.54,1512.684,78673.9163,,21293.867,,0,2321,114.112
Y,Y,Company 185,185,Hungary,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Materials,Materials,Metals & Mining,Precious Metals,9,N,Y,Y,24,7096.273,439.953,3651.399,13429.75,49.29,3444.874,32265.9659,4,14835.822,0.1175,0.114594337,9679,298715.488
Y,Y,Company 334,334,Brazil,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Real Estate,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop,17,N,Y,Y,N.A.,157.542,215.487,77.654,539.83,44.99,79.888,5286.2203,,399.266,,0.108633997,8718,
Y,Y,Company 436,436,Japan,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Real Estate,Real Estate,REIT,Office REIT,N.A.,N,Y,Y,N.A.,33.182,195.902,16.802,197.2,50.13,16.38,6585.8981,0,344.343,0.2195,0.280199605,8047,15.554
Y,Y,Company 694,694,Argentina,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Computer Hardware & Storage,N.A.,N,Y,Y,13,400.138,32.617,204.479,3555165.08,42.6,195.659,27163.1126,,284251.05,,0.237812029,6384,68.884
Y,Y,Company 264,264,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Consumer Electronics,0,N,Y,Y,N.A.,355.019,39.539,185.852,2661.6,42.26,169.167,35547.0802,,199673.285,,0,9165,102.801
Y,Y,Company 705,705,Bulgaria,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Utilities,Utilities,Electric Utilities,Power Generation,55,N,Y,Y,8,68504.694,875.158,34085.758,124259.83,54.41,34418.936,84046.786,1,29496.733,0.1041,0.223495734,6311,1421.125
Y,Y,Company 476,476,Canada,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,N.A.,N,Y,Y,9,42735.002,1348.248,22566.784,55503.78,58.61,20168.218,18216.5842,4,12942.243,0.2053,0.05831352,7799,638.133
Y,Y,Company 1114,1114,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Gas Utilities,0,N,Y,Y,46,7507.01,331.666,3563.302,1068.55,40.78,3943.708,8781.5985,,5561.76,,0,3590,3.939
Y,Y,Company 1474,1474,Ecuador,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Gas Utilities,N.A.,N,Y,Y,43,6251.697,206.01,2984.157,1383.33,49.94,3267.54,9357.1534,,7195.172,,0,1189,6.128
Y,Y,Company 704,704,Hungary,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Utilities,Utilities,Electric Utilities,Electric Transmission & Dist,N.A.,N,Y,Y,1,231.185,77.095,121.373,,36.12,109.812,16969.6003,,8139.736,,0.246276658,6317,
Y,Y,Company 1534,1534,Indonesia,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Water Utilities,N.A.,N,Y,Y,2,209.146,139.797,109.911,,25.89,99.235,11860.1579,,4796.042,0.1706,0.196899965,798,
Y,Y,Company 1294,1294,Indonesia,01-Jan-15,Y,Y,Y,Y,2015,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Water Utilities,N.A.,N,Y,Y,8,301.785,194.628,145.696,,38.51,156.089,8804.1723,,6402.27,0.1868,0.160910183,2387,
Y,Y,Company 1514,1514,United Kingdom,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Communications,Media,Entertainment Content,Video Games,N.A.,N,Y,Y,12,14.936,4.62,8.014,32.88,37.69,6.922,8542.3372,,10447.322,0.2001,0.215035957,931,
Y,Y,Company 324,324,Austria,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",0,N,Y,Y,19,27.782,7.291,13.23,186.02,44.51,14.552,56098.563,0,27553.823,,0.043492483,8784,
Y,Y,Company 1384,1384,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,2,N,Y,Y,N.A.,370.322,80.89,191.317,5967.07,56.13,179.005,8759.9777,,258481.913,,0,1799,78.367
Y,Y,Company 231,231,Argentina,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Services,Consumer Services,Educational Services,N.A.,N,Y,Y,11,22.316,32.034,11.802,,17,10.514,9741.5725,,26681.102,,0.361581041,9378,
Y,Y,Company 814,814,Indonesia,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Home Products Stores,N.A.,N,Y,Y,5,292.928,29.294,138.97,1216.01,55.47,153.958,11665.7987,,73813.645,,0.435360227,5578,265.701
Y,Y,Company 794,794,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,2,N,Y,Y,N.A.,1357.811,83.863,663.626,6149.64,47.25,694.185,27203.8988,0,34722.837,,0,5714,242.487
Y,Y,Company 1454,1454,Indonesia,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,N.A.,N,Y,Y,1,2611.14,55.179,1380.332,,34.86,1230.808,23193.5522,,493758.2,0.2264,0.078837716,1323,49.688
Y,Y,Company 494,494,Hungary,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Energy,Oil & Gas,Oil & Gas Producers,Midstream - Oil & Gas,N.A.,N,Y,Y,21,4994.113,279.162,2300.38,17701.81,52.88,2693.733,79825.7262,2,6691.464,0.1633,0.222459217,7684,72.391
Y,Y,Company 784,784,Argentina,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Financials,Banking,Banking,Diversified Banks,N.A.,N,Y,Y,46,159.348,10.276,79.185,1904.12,45.51,80.163,442067.7731,,260413.178,,0.132105612,5780,
Y,Y,Company 174,174,Bulgaria,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Financials,Banking,Banking,Diversified Banks,N.A.,N,Y,Y,1,56.43,5.38,28.724,2325.43,48.41,27.706,61918.4149,,177390.657,0.1227,0.305944926,9754,10.221
Y,Y,Company 745,745,Estonia,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Financials,Banking,Banking,Banks,0,N,Y,Y,4,79.43,7.165,41.889,524.88,70.94,37.541,43871.8501,0,83228.883,,0.366099132,6043,3.584
Y,Y,Company 884,884,Indonesia,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Financials,Banking,Banking,Banks,N.A.,N,Y,Y,19,108.811,7.239,60.167,641.04,41.87,48.644,40863.4557,,70312.612,0.2036,0.139345908,5118,19.301
Y,Y,Company 1004,1004,Japan,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Financials,Banking,Banking,Banks,0,N,Y,Y,9,37.299,5.405,17.598,253.14,46.74,19.701,57035.3329,,49490.472,0.293,0.212492819,4326,5.827
Y,Y,Company 214,214,United Kingdom,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Financials,Banking,Banking,Diversified Banks,N.A.,N,Y,Y,20,122.094,5.82,62.395,1467.78,43.47,59.699,83986.8695,,183483.827,0.2342,0.438434050,9489,44.7
Y,Y,Company 344,344,United Kingdom,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,N,Y,Y,16,4.907,0.21,2.303,20.97,49.16,2.604,12495.6272,0,5130.796,0.1983,0.292969166,8649,
Y,Y,Company 674,674,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,N.A.,N,Y,Y,N.A.,86.839,52.674,43.422,127.69,52.96,43.417,2864.3265,,1756.002,,0,6517,3.985
Y,Y,Company 964,964,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,N.A.,N,Y,Y,8,1626.368,29.677,832.774,2102.01,51.37,793.594,24176.0319,,154844.02,,0.077354626,4590,232.319
Y,Y,Company 865,865,United Kingdom,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,0,N,Y,Y,N.A.,120.58,37.322,61.721,335.1,44.9,58.859,27516.6298,0,31052.617,,0.464727665,5239,51.351
Y,Y,Company 644,644,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Industrials,Industrial Services,Transportation & Logistics,Transit Services,N.A.,N,Y,Y,35,4255.942,458.03,2248.492,,18.43,2007.45,7897.5802,,22222.473,,0,6717,
Y,Y,Company 744,744,Indonesia,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Industrials,Industrial Services,Commercial Support Services,Other Commercial Support Svcs,N.A.,N,Y,Y,1,137.966,46.147,69.694,309.22,37.66,68.272,11146.5185,,42778.872,0.227,0.275186087,6050,
Y,Y,Company 474,474,United Kingdom,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Industrials,Industrial Services,Commercial Support Services,Other Commercial Support Svcs,0,N,Y,Y,6,1.049,4.553,0.506,15.01,45.71,0.543,14228.4136,0,6210.052,,0.363351184,7811,1.132
Y,Y,Company 1304,1304,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Materials,Materials,Chemicals,Specialty Chemicals,0,N,Y,Y,8,3367.672,511.611,1725.396,23471.79,51.65,1642.276,61808.1727,,20833.781,,0,2320,104.758
Y,Y,Company 185,185,Hungary,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Materials,Materials,Metals & Mining,Precious Metals,1,N,Y,Y,28,8345.626,695.606,4241.151,12296.54,58.11,4104.475,28904.0315,2,10153.468,0.1404,0.094482376,9678,212817.295
Y,Y,Company 334,334,Brazil,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Real Estate,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop,17,N,Y,Y,N.A.,152.716,126.938,79.232,442.41,32.98,73.484,4675.7544,,358.319,,0.096443124,8717,
Y,Y,Company 436,436,Japan,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Real Estate,Real Estate,REIT,Office REIT,N.A.,N,Y,Y,N.A.,33.899,214.334,17.757,164.88,53.98,16.142,8452.364,0,349.353,0.2693,0.330009870,8046,15.919
Y,Y,Company 694,694,Argentina,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Computer Hardware & Storage,0,N,Y,Y,15,126.692,7.082,66.602,681.02,47.6,60.09,28078.6557,,53522.165,,0.293992429,6383,34.384
Y,Y,Company 264,264,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Technology,Tech Hardware & Semiconductors,Technology Hardware,Consumer Electronics,0,N,Y,Y,N.A.,331.022,43.937,165.884,2246.68,57.48,165.138,33457.9778,,193010.849,,0,9164,115.178
Y,Y,Company 705,705,Bulgaria,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Utilities,Utilities,Electric Utilities,Power Generation,86,N,Y,Y,10,50509.09,842.923,26784.15,120964.54,69.67,23724.94,94762.4209,1,33856.189,0.1162,0.341792340,6310,1307.331
Y,Y,Company 496,496,Bulgaria,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Utilities,Utilities,Electric Utilities,Power Generation,N.A.,N,Y,Y,5,64073.225,1761.859,32935.223,101228.88,61.4,31138.002,23580.7331,2,10761.133,0.125,0.063466279,7671,1845.095
Y,Y,Company 1114,1114,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Gas Utilities,0,N,Y,Y,44,7883.556,321.938,3972.909,791.87,50.21,3910.647,7012.6301,,5957.398,,0,3589,4.13
Y,Y,Company 1474,1474,Ecuador,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Gas Utilities,N.A.,N,Y,Y,43,6234.383,186.046,2893.036,1322.45,52.72,3341.347,8452.6623,,8487.031,,0.055788608,1188,6.235
Y,Y,Company 704,704,Hungary,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Utilities,Utilities,Electric Utilities,Electric Transmission & Dist,N.A.,N,Y,Y,1,310.213,63.774,168.692,,32.93,141.521,13278.8852,,7994.283,,0.373600257,6316,
Y,Y,Company 1534,1534,Indonesia,01-Jan-16,Y,Y,Y,Y,2016,Y,Y,Y,Utilities,Utilities,Gas & Water Utilities,Water Utilities,N.A.,N,Y,Y,3,227.595,193.221,124.435,,37.82,103.16,8100.0164,,5659.045,0.1211,0.177501768,797,
Y,Y,Company 1514,1514,United Kingdom,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Communications,Media,Entertainment Content,Video Games,N.A.,N,Y,Y,11,13.077,3.707,6.427,48,39.76,6.65,7457.636,,13243.696,0.2216,0.370031929,930,
Y,Y,Company 324,324,Austria,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",0,N,Y,Y,24,31.227,5.556,16.902,232.81,43.45,14.325,54280.0597,,32487.002,,0.032255705,8783,
Y,Y,Company 1384,1384,Ecuador,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,0,N,Y,Y,N.A.,362.408,66.298,176.752,5488.55,44.08,185.656,12615.484,,231484.982,,0,1798,79.32
Y,Y,Company 916,916,Argentina,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Lodging,N.A.,N,Y,Y,11,3155.513,314.071,1592.345,15951.69,52.85,1563.168,45759.8379,,171147.546,0.4842,0.195501593,4909,
Y,Y,Company 814,814,Indonesia,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Home Products Stores,N.A.,N,Y,Y,6,316.545,20.407,165.586,1222.13,53.24,150.959,9445.2245,,82598.167,,0.384359834,5577,247.869
Y,Y,Company 256,256,Argentina,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Staples,Consumer Staple Products,Food,Packaged Food,N.A.,N,Y,Y,57,856.727,141.405,468.544,3059.3,59.38,388.183,11723.0821,,16849.529,,0.292253111,9217,204.118
Y,Y,Company 794,794,Ecuador,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,10,N,Y,Y,32,1339.314,62.954,732.895,4648.03,43.18,606.419,29864.6272,1,34989.876,,0,5713,237.784
Y,Y,Company 1406,1406,Ethiopia,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Staples,Consumer Staple Products,Beverages,Non-Alcoholic Beverages,N.A.,N,Y,Y,N.A.,37833.256,1873.417,19739.22,64190.32,35.13,18094.036,11022.9224,,93210.791,0.2179,0.140910842,1648,90.593
Y,Y,Company 1454,1454,Indonesia,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,N.A.,N,Y,Y,1,2659.701,51.952,1394.939,7262.26,40.21,1264.762,27439.7377,,465252.418,0.1571,0.194672067,1322,50.353
Y,Y,Company 494,494,Hungary,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Energy,Oil & Gas,Oil & Gas Producers,Midstream - Oil & Gas,N.A.,N,Y,Y,20,20008.863,553.469,9351.915,36447.51,53.1,10656.948,80515.957,0,14559.923,0.2365,0.201335367,7683,128.732
Y,Y,Company 1312,1312,Bulgaria,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment,N.A.,N,Y,Y,N.A.,21.382,,10.965,130.99,40.38,10.417,19192.7505,2,22409.432,0.0642,0.399636595,2271,28.48
Y,Y,Company 784,784,Argentina,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Financials,Banking,Banking,Diversified Banks,N.A.,N,Y,Y,46,150.665,10.314,75.855,1674.66,48.18,74.81,538361.6584,,236477.172,,0.165302469,5779,
Y,Y,Company 174,174,Bulgaria,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Financials,Banking,Banking,Diversified Banks,N.A.,N,Y,Y,1,52.622,6.18,26.188,2457.18,42.54,26.434,60840.9528,,189600.348,0.1789,0.288421413,9753,9.331
Y,Y,Company 1004,1004,Japan,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Financials,Banking,Banking,Banks,0,N,Y,Y,10,41.322,5.813,20.106,201.89,49.45,21.216,60525.0372,,26669.303,0.2063,0.142756481,4325,5.535
Y,Y,Company 1515,1515,Austria,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Financials,Financial Services,Asset Management,Wealth Management,N.A.,N,Y,Y,17,25.876,4.245,11.995,605.22,55.59,13.881,71081.5816,,53367.997,,0.28134394,923,13.187
Y,Y,Company 344,344,United Kingdom,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Financials,Insurance,Insurance,Life Insurance,N.A.,N,Y,Y,15,4.546,0.085,2.353,22.83,58.28,2.193,9449.782,0,5034.142,0.2483,0.384136435,8648,
Y,Y,Company 1066,1066,Austria,01-Jan-17,Y,Y,Y,Y,2017,Y,Y,Y,Health Care,Health Care,Biotech & Pharma,Large Pharma,N.A.,N,Y,Y,20,1061.516,35.742,513.735,3927.91,64.06,547.781,256403.3635,1,124051.008,0.2082,0.142544095,3904,191.22
